lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_lower
ἐννύχιος,2,2.0,8.0,0.0,1.4428742543569464,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0007927856505797245,Oedipus Colonus,ἐννύχιος
Ῥίπη,1,1.0,6.0,0.0,0.9674378863451979,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ῥίπη
ἀστακτί,1,1.0,6.0,0.0,1.0138599942359339,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ἀστακτί
λείβω,1,1.0,5.0,0.0,0.978263257512517,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,λείβω
δάκρυον,2,2.0,8.0,0.0,1.454521353446682,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0007927856505797245,Oedipus Colonus,δάκρυον
δακρύω,2,2.0,8.0,0.0,1.4417715820147428,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0007927856505797245,Oedipus Colonus,δακρύω
ἐσθής,2,2.0,8.0,0.0,1.4687691163973722,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0007927856505797245,Oedipus Colonus,ἐσθής
δυσφιλής,1,1.0,5.0,0.0,1.0033500329951102,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,δυσφιλής
συγκατοικέω,1,1.0,6.0,0.0,0.9761757428450478,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,συγκατοικέω
πίνος,1,1.0,5.0,0.0,1.0074676218077725,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,πίνος
πλευρά,1,1.0,6.0,0.0,0.9746466354202757,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,πλευρά
μαραίνω,1,1.0,5.0,0.0,0.9745246542280508,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,μαραίνω
ὀμματοστερής,1,1.0,5.0,0.0,1.008086187901492,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ὀμματοστερής
κόμη,1,1.0,6.0,0.0,1.0308866439755986,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,κόμη
αὔρα,1,1.0,5.0,0.0,0.9591329751061966,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,αὔρα
ἀκτένιστος,1,1.0,5.0,0.0,1.0454659253170335,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀκτένιστος
